COMMON_NAME,SPECIES_ITIS,STOCK_ABBREV,SEX_TYPE,SURVEY,PURPOSE_CODE,SEASON,YEAR,AGE,NO_AT_AGE,WT_AT_AGE,ALK_COMPLETE,STRATA_SAMPLING_COMPLETE
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,13,0.0224,0.1177,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,0,1.1217,0.0266,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,5,0.019,0.0731,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,4,0.3204,0.7683,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,1,0.0287,0.0051,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,8,0.0147,0.0349,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1973,2,0.9594,0.6657,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1974,14,0.0431,0.2816,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1974,11,0.2626,1.1558,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1974,3,0.4811,0.9238,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1974,1,1.7395,0.5241,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1974,15,0.0428,0.2806,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1974,2,0.1178,0.1813,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,2,1.8341,1.6618,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,13,0.0615,0.2333,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,12,0.2879,1.3144,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,3,0.4989,1.0239,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,7,0.0352,0.1089,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,6,0.0853,0.2768,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,10,0.0413,0.2385,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,11,0.0639,0.243,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,4,1.4938,3.4128,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1975,1,1.1315,0.103,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,7,0.2279,1.1411,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,12,0.0199,0.0935,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,5,0.8507,2.7898,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,4,0.1631,0.4663,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,2,0.097,0.1306,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,1,1.7908,0.8132,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,0,1.6371,0.0569,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1976,3,1.2497,2.5489,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,11,0.0219,0.0687,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,13,0.0956,0.3841,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,6,0.235,0.7688,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,5,0.1255,0.3945,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,3,0.127,0.238,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,2,3.3291,3.2201,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,4,1.0773,2.7162,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1977,1,3.2852,0.9612,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,12,0.0526,0.323,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,7,0.1178,0.6719,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,14,0.0838,0.4106,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,6,1.0596,4.6213,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,4,0.185,0.6187,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,5,0.7973,2.9785,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,2,1.9373,1.3317,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1978,3,5.5415,10.7031,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,3,1.078,2.0042,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,7,0.1133,0.5346,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,6,0.4012,1.7902,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,5,0.5048,2.1088,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,4,2.7406,8.6941,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,11,0.0184,0.1191,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,2,0.109,0.1509,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,1,0.4241,0.1442,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1979,0,0.7842,0.0211,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,9,0.0922,0.6731,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,8,0.1633,0.8144,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,7,0.1847,0.7415,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,6,0.5943,2.3874,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,5,1.0661,3.7723,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,4,0.2833,0.7729,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,2,0.3007,0.3614,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1980,1,4.4678,0.3117,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1981,8,0.2051,0.6864,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1981,6,1.0217,4.5998,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1981,4,0.3202,0.8705,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1981,3,2.0454,2.0939,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1981,5,0.8639,2.6239,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,10,0.1162,0.4946,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,7,0.1017,0.4116,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,8,0.0696,0.3262,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,5,0.0526,0.1414,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,4,0.3517,0.8513,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,3,0.8234,1.2637,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,2,0.6714,0.6469,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1982,1,0.4399,0.028,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,8,0.1723,0.7518,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,7,0.0683,0.4604,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,6,0.1931,0.72,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,5,0.398,1.0109,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,4,0.5279,1.0942,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,3,0.6293,1.0284,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,2,0.0508,0.0393,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1983,1,0.5587,0.1145,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1984,9,0.2333,0.9256,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1984,6,0.3725,1.4646,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1984,4,0.3081,0.8542,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1984,2,0.5393,0.3825,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1984,1,0.2082,0.059,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1984,8,0.0352,0.2075,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,10,0.0604,0.3006,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,7,0.3705,1.4181,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,5,0.2039,0.4547,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,4,0.017,0.0238,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,3,2.8027,3.2031,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,2,0.3773,0.3463,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,6,0.1476,0.3667,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1985,1,0.0995,0.0357,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1986,8,0.0585,0.2641,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1986,6,0.0291,0.0698,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1986,4,0.3422,0.6387,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1986,3,0.0757,0.0974,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1986,1,0.0145,0.0082,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1986,5,0.103,0.3141,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,9,0.1324,0.6265,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,6,0.2894,0.8338,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,7,0.1191,0.3946,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,3,0.1155,0.1924,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,2,0.1822,0.173,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,5,0.069,0.1664,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1987,4,0.1279,0.2586,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1988,8,0.1215,0.7253,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1988,3,0.0483,0.1411,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1988,7,0.0591,0.2827,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1988,5,0.0821,0.2654,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1988,4,0.0234,0.0616,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,7,0.0188,0.0899,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,5,0.0465,0.1782,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,4,0.0146,0.04,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,3,0.0188,0.0354,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,2,0.0595,0.0672,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,1,0.0594,0.0149,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1989,6,0.0657,0.2048,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1990,8,0.0188,0.1426,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1990,7,0.0198,0.1102,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1990,3,0.0739,0.1717,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1990,1,0.0324,0.0077,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1991,4,0.0371,0.0936,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1991,1,0.0519,0.0245,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1991,0,0.0535,0.0014,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1992,3,0.0229,0.0377,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1992,1,0.1447,0.0525,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1992,0,0.0431,0.0011,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1993,5,0.0148,0.0401,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1993,3,0.0318,0.0415,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1993,2,0.2232,0.1893,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1993,1,0.4677,0.1412,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1993,0,0.0987,0.0016,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1993,4,0.0296,0.0588,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1994,11,0.0363,0.1004,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1994,7,0.0363,0.1051,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1994,1,0.046,0.0084,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1994,0,0.2067,0.0036,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1995,12,0.0229,0.1663,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1995,4,0.0363,0.0676,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1995,3,0.1843,0.2551,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1995,2,0.6044,0.4645,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1995,5,0.0357,0.1213,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1995,1,0.0942,0.0242,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,13,0.0363,0.1096,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,10,0.0363,0.1369,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,8,0.0363,0.0998,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,7,0.071,0.2198,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,6,0.1137,0.3223,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,5,0.0679,0.1347,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,3,1.0626,1.1965,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,4,0.6185,1.1291,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,2,0.1955,0.1407,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,1,0.1266,0.0518,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1996,0,0.0435,0.0024,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,6,0.0905,0.2827,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,5,0.0613,0.2229,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,4,0.5815,1.188,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,3,0.3819,0.4026,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,2,0.0304,0.0199,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,1,1.3307,0.3057,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1997,0,0.2119,0.0028,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,6,0.0702,0.2052,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,5,0.3025,0.6542,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,4,0.431,1.0319,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,3,0.1299,0.2445,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,2,0.4164,0.3862,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,1,0.2409,0.0644,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,0,1.4656,0.0302,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,8,0.0246,0.0872,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1998,7,0.0493,0.2141,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,10,0.0322,0.1098,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,9,0.0255,0.0596,Y,Y
Haddock,164744,GOM,NONE,NMFS fall BTS,10,FALL,1999,8,0.0589,0.123,Y,Y
